NS 1150,ECON 1120,Wissink,B+,, ,,
BTRY 4520,Giles,A-,Spring 2019,61,,"B+ (FA17, Smith) ",
CEE 3040,Daziano,A-,Fall 2020,132, ,,
CEE 3230,Vanek,A-,Spring 2018,76,,,
CEE 3610,Vanek,A-,Spring 2019,52,, ,
CEE 4510,Richardson,A-,Fall 2017,44,,,
CHEM 3600,Milner,A-,Fall 2020,35, ,,
CHEM 3890,Ananth,A-,Fall 2019,93,,,
CHEME 3130,Varner,A-,Fall 2020,39,,,
CHIN 1101,Divo,A-,Fall 2018,45,,,
CHIN 1102,Divo,A-,Spring 2019,45,,,
CHIN 1109,,A-,Spring 2018,38,,,
CHIN 1110,Yufen Mehta,A-,Spring 2018,35,,A- (FA 17),
COGST 2200,Casasanto,A-,Fall 2020,63,,,
COML 1109 ,Various (FWS),A-,Fall 2017,,,,
COMM 2200,Humphreys,A-,Fall 2018,95,Cookie Cutter Essays,,
CS 2112,Myers,A-,Fall 2020,84, ,"B+ (FA19, George) B+ (SP16, SP17, SP18, FA18, SP19)",
CS 2802,Halpern,A-,Fall 2020,29, ,,
CS 2850,No Data,A-,Fall 2019,,,"B+ (FA19, Clarkson) ",
CS 3110,Clarkson,A-,Fall 2020,321, ,,
CS 3152,White,A-,Spring 2019,52,,A (SP17),
CS 4120,Myers,A-,Spring 2018,,,,
CS 4121,No Data,A-,Spring 2018,,,N/A,
CS 4410,Van Renesse,A-,Fall 2020,276, ,"A- (FA18), A (FA17)",
CS 4620,Marschner/Davis,A-,Fall 2020,163, ,,
CS 4740,Cardie,A-,Fall 2020,, ,,
CS 4750,Knepper,A-,Fall 2019,83,,"A- (FA19, Joachims + Haghtalab) B+ (SP17), A (SP18 Killian 242)",
CS 4780,Joachims,A-,Fall 2020,, ,,
CS 4786,Sridharan,A-,Spring 2019,99,,,
DSOC 2710,Sipple,A-,Fall 2018,64,,,
EAS 1330,Wysocki,A-,Fall 2018,11,Rubric usually TA-designed,"A- (FA18, FA17)",
EAS 1540,Monger,A-,Fall 2019,887,,,
EAS 1700,Ross,A-,Spring 2019,78,,,
ECE 2200,Tong,A-,Fall 2020,42, ,,
ECE 2300,Albonesi,A-,Fall 2020,154,crosslisted with ENGRD 2300 ,"B+ (FA19, Batten) ",
ECE 2400,Batten,A-,Fall 2020,53,crosslisted with ENGRD 2140 ,"B+ (SP19, Delchamps) B (SP18, SP17)",
ECE 3150,Shealy,A-,Spring 2019,90,,,
ECON 2801,Basu,A-,Fall 2019,67,,"B+ (FA19, McKee) B+ (FA18), B+ (SP19)",
ECON 3030,McKee,A-,Fall 2020,, ,,
ECON 3800,Hay,A-,Fall 2019,52,yo fuck this professor,new SP19,
ECON 4820,Li,A-,Spring 2019,63,,A- (FA17),
ENGL 2080,Davis,A-,Spring 2019,42,,,
ENGL 2890,Various,A-,Spring 2018,100,,,
ENGRD 2700,Pender,A-,Fall 2020,227, ,,
ENGRI 1120,Alabi,A-,Fall 2020,55, ,A (SP16 with Bisogni),
ENGRI 1130,Maguffin,A-,Spring 2019,,,A- (FA18; 68 with Umbach),
ENGRI 1140,Van Dover,A-,Fall 2019,49,,,
ENGRI 1200,Lambert,A-,Spring 2018,27,,A- (SP18),
GERST 1210,Lischke,A-,Fall 2018,40,,,
GOVT 1313,Kenneth Roberts,A-,Spring 2021,191,,,
GOVT 1623,Roebuck,A-,Spring 2019,68,,,
GOVT 2041,Corrigan,A-,Spring 2019,31,,A- (FA17),
GOVT 3044,Wallace,A-,Spring 2021,59,,,
GOVT 3281,Chutkow,A-,Fall 2019,135,,"B+ (SP19, MacAusland) ",
GOVT 3303,Lowell,A-,Fall 2019,113,,"A- (SP19, McCarthy, Reneta) ",
GOVT 4998,Silbey,A-,Spring 2018,24,,,
HADM 1350,Roberts,A-,Fall 2020,145, ,,
HADM 1360,Pezzotti,A-,Fall 2018,142,No longer teaching this class,"B (FA19, McCarthy, Mark) B+ (Fall 2018)",
HADM 2230,Strebel,A-,Spring 2019,220,,,
HADM 2360,Gaulke,A-,Fall 2019,120,,,
HADM 2410,Li,A-,Fall 2019,246,,,
HADM 2810,Tracey,A-,Spring 2019,127,,,
HD 2180,Loeckenhoff,A-,Fall 2019,,,,
HD 2510,Wethington,A-,Spring 2018,59,,,
HD 2600,No Data,A-,Fall 2019,,,,
HD 4780,Robertson,A-,Spring 2018,16,,,
HIST 1640,Kohler-Hausmann,A-,Spring 2019,36,,"A (FA18, Proudfoot, Dlugos) A- (FA 2017) with Davis",
HIST 2560,Strauss,A-,Spring 2018,49,,,
ILRHR 2660,Homrighouse,A-,Spring 2019,114,,,
ILRLR 1100,DeVault,A-,Fall 2020,168, ,"A- (FA 2018) with Litwin and Katz
",
ILRLR 1200,Weiner-Heinemann,A-,Fall 2019,33,,,
ILRLR 2010,Griffith,A-,Fall 2020,, ,,
ILRLR 3071,Applegate,A-,Fall 2019,44,,,
INFO 1200,Jackson,A-,Spring 2018,305,,"Ginsparg, B+, Spring 2018, 91",
INFO 2750,Doing,A-,Fall 2020,45, ,,
INFO 3300,Mimno,A-,Spring 2019,157,,,
LING 3322,Alkire,A-,Spring 2019,12,,,
MAE 2250,Hoffman,A-,Spring 2018,146,,,
MAE 3050,Bewley,A-,Fall 2018,45,,"B+ (FA18, Zehnder) ",
MAE 3270,Zehnder,A-,Fall 2020,130, ,,
MAE 3780,Kress-Gazit,A-,Fall 2020,123,crosslisted with MAE 3783 ,B (FA17),
MATH 2210,Langlois/Solecki/Veldt,A-,Fall 2020,225, Much easier in the spring with Nerode,,
MATH 2310,Borum,A-,Fall 2018,37,N,"A (FA18, Goncharuk) ",
MATH 3230,Juul,A-,Fall 2020,42, ,"B+ (FA17, Muscalu) ",
MUSIC 1202,Harris-Warrick,A-,Spring 2018,30,,,
MUSIC 2701,Moseley,A-,Spring 2021,55,,"A (FA17, SP18, FA18, SP19)",
MUSIC 3111,Merrill,A-,Fall 2019,12,,"A+ (FA17, SP18, FA18, SP19 w 15 students)",
PAM 2300,,A-,Fall 2020,114, ,,
PHIL 1111,Manne,A-,Fall 2019,50,,"A- (FA19, Markovits) ",
PHIL 1450,Manne,A-,Spring 2017,54,,,
PHIL 2220 ,Pereboom,A-,Spring 2018,71,,,
PHIL 2455,Markovits,A-,Fall 2020,51, ,,
PHIL 3480,Markovits,A-,Fall 2019,25,,"B+ (SP18, SP17, SP19) ",
PHYS 1101,Giambattista / Taylor,A-,Fall 2020,217,this class is hell,"B+ (FA18, Selby)",
PHYS 1112,Krasicky,A-,Fall 2020,206, ,"B+ (FA19, Bazarov) B+ (SP 15) B+ (SP16) B+ (SP18) B+ (SP19)",
PHYS 2218,Ramshaw,A-,Fall 2020,55, gives A+s,B+ (SP18 with Wang),
PHYS 3310,Franck,A-,Spring 2021,18,,A- (FA18),
PHYS 3327,Gibbons,A-,Fall 2019,37,,"A- (SP19, Oliveira) ",
PHYS 4444,Ryd,A-,Spring 2019,28,,,
PSYCH 2500,Cleland,A-,Fall 2018,74,,,
RELST 2250,Boucher,A-,Spring 2018,55,,,
ROMS 1113 (FWS),Eibenstein-Alvisi,A-,Fall 2019,,,,
SOC 1290,Strang,A-,Spring 2018,,,,
SOC 2208,Weeden,A-,Spring 2019,212,,,
SPAN 2070,Arias Fuentes,A-,Fall 2018,47,,B+ (FA17),
SPAN 2090,Teutli,A-,Fall 2019,151,,,
VISST 2000,No Data,A-,Spring 2019,93,,"B+ (FA19, Bracy) B+ (SP19 & SP18 w Weatherspoon, SP17, SP16)",
VISST 3760,Sabine,A-,Spring 2018,35,,,
,Perez,A-,No Data,315,,,
,Arcadi,A-,Spring 2018,40,,,
NTRES 1101,Kraft,A-,Fall 2021,101,,,
AEM 2700,Lennox,A,Spring 2018,,,,
AEM 4160,Rao,A,Spring 2018,12,,,
AEM 4290,Watugala,A,Fall 2020,44,,,
AEM 4670,Watugala,A,Fall 2019,84,,,
AEP 5510,Fennie,A,Spring 2019,,,,
AMST 2001,Earle,A,Spring 2019,312,,A+ (SP18),
AMST 3032,Washington,A,Fall 2019,~17,,,
ASIAN 1111,Burgess,A,Fall 2018,64,,,
ASTRO 1101,Kaltenegger/Stacey,A,Fall 2020,196,,,
ASTRO 3301,No Data,A,Spring 2019,33,,,
BEE 2000,Peter Hess,A,Spring 2021,148,,,
BIOEE 1780,Drake/Vitousek,A,Fall 2020,230,Gives out A+'s,,
BIOEE 2070,Fletcher,A,Fall 2018,34,,,
BIOG 1500,Savary,A,Fall 2020,360, ,"B (FA19, Huffaker + Garcia) B (FA16, SP16); B (FA18 with Huffaker); B (SP18 with Bretscher + Garcia), B SP 19 (Bretshcer +Liu)",
BIOMG 3340,Blankenship,A,Fall 2020,34,,,
BIOMI 1100,Hewson,A,Spring 2019,,,"B (FA19, Buckley) ",
BSOC 2101,"Harrington, Caillaud",A,Fall 2019,183,,,
BTRY 4110,Smith,A,Spring 2019,41,,,
CEE 3080,Curtis,A,Spring 2019,30,,,
CEE 4090,Multiple (Research),A,Fall 2019,12,,,
CHEM 4610,p,A,Fall 2019,20,,,
CLASS 1531 (FWS),Carignano,A,Spring 2018,16,,,
CS 3300,Rzeszotarski,A,Spring 2019,214,,,
CS 4120,Myers,A,Spring 2021,46,,,
CS 4160,Clarkson,A,Spring 2019,,,,
CS 4300,Cristian DNM,A,Spring 2018,153,,"A (FA19, Trummer) A- (FA16)",
CS 4411,RVR + FBS,A,Fall 2019,24,,A- (SP18),
CS 4701,Hirsh,A,Spring 2019,116,,"B+ (FA19, Cardie) B+ (FA17)",
DEA 1500,Evans,A,Fall 2020,, ,,
DSOC 1101,Hirschl,A,Fall 2020,260, ,,
DSOC 2650,Velez,A,Spring 2019,86,,,
EAS 1600,Riha,A,Fall 2021,71,,,
EAS 3050,Ault,A,Fall 2019,41,,,
ECON 4250,Bottan,A,Spring 2019,,,,
ENGL 1147,Various (FWS),A,Fall 2018,99,,,
ENGL 1168,Various (FWS),A,Fall 2019,189,,,
ENGL 1170,FWS,A,Fall 2019,134,,,
ENGL 2810,No Data,A,Spring 2018,248,,,
ENGL 3752,Sawyer,A,Spring 2019,NA,,,
ENGL 3805,Mort ,A,Spring 2019,,,"B (FA16), B- (SP18)",
ENGRD 2250,Lohman,A,Fall 2019,28,,"B+ (FA16, Aristilde) ",
ENGRD 3023,Multiple (Tech. Writing),A,Fall 2020,29,,,
ENGRI 1160,Hover,A,Fall 2019,49,,,
ENGRI 1210,Albonesi,A,Spring 2019,137,,"A (FA19, Callister) ",
ENGRI 1270,Callister,A,Fall 2020,128,,,
Explore CourseCrafter: a new way to discover courses that match your interests. Find courses for Fall 2021 or search previous years by matching course titles and descriptions with your expressed interests. CourseCrafter is a research project to discover new ways to help students choose courses (learn more at About CourseCrafter),Hager,A,Fall 2018,102,,"A- (SP18, (Multiple)) ",
FDSC 1101,Loss,A,Fall 2019,84,,,
GOVT 1503,van Es,A,Fall 2020,252, ,,
GOVT 1503,Majka,A,Spring 2019,38,legit easiest class at this school,,
GOVT 2225,Haskins,A,Fall 2018,249,,,
HD 1170,Burrow,A,Spring 2019,267,,A- (SP19),
HD 3460,Casasola,A,Spring 2018,40,,,
HIST 1200,Various (FWS),A,Spring 2018,,,,
ILRHR 2600,Davis,A,Fall 2020,244, ,,
ILRIC 2390,Bishara,A,Fall 2020,16,,"A- (FA19, Martinez-Matsuda) A- (FA17, Devault) ",
ILRLE 3480,Ehrenberg,A,Fall 2019,57,,"B+ (FA19, Gold, Griffith, ) B+ (SP 2019)",
ILRLR 3055,Nelson,A,Fall 2018,48,,,
ILRLR 3300,Nelson,A,Fall 2018,178,,"A- (FA17, Rissing) ",
ILRLR 4035,"Cook, Heinemann",A,Spring 2018,45,,,
ILROB 1220,Rissing,A,Fall 2020,210, ,,
ILRST 2110,Diciccio,A,Spring 2018,20,,"A- (FA20, Doing) ",
INFO 2300,Harms,A,Spring 2018,235,,,
ITAL 1113,Wittelsbach,A,Fall 2018,16,,,
ITAL 1401,Wittelsbach,A,Spring 2021,13,Really hard during the semester but grading at the end is easy. ,"A- (FA19, S. Murray) A (SP18, SP19)",
ITAL 2201,Baraldi,A,Fall 2021,64,,,
Kevin,Woods,A,Spring 2018,54,,,
LING 1100 ,Various (FWS),A,Fall 2019,51,,,
LING 1101,Despic,A,Fall 2020,103, gives A+s,,
LING 2264,No Data,A,Spring 2018,12,,,
LING 3321,Alkire,A,Fall 2018,19,,,
MATH 1110,Barbasch,A,Fall 2020,460, ,"B (FA19, Sjamaar) B (FA15, SP17, FA 17, SP18, FA18, SP19)",
MATH 2230,Hubbard,A,Fall 2019,22,,"B+ (FA19, Alex Townsend) B (FA 14, FA 16, SP18, SP19 Lewis)",
MATH 4130,Knutson,A,Fall 2020,39,,,
MATH 4140,Muscalu,A,Spring 2018,,,,
MATH 4540,West,A,Spring 2018,10,,"A- (FA17,Spinazzola)",
MUSIC 2270,Piekut,A,Spring 2017,11,,,
MUSIC 3604,S Spinelli,A,Spring 2018,86,,,
MUSIC 3621,Kilburn,A,Fall 2019,78,,"B+ (FA19, Levitsky) B+ (FA17)",
MUSIC 4621,Kilburn,A,Fall 2019,17,,B+ (SP18),
PAM 2350,Nicholson,A,Fall 2020,344, ,,
PHIL 2300,Kocurek,A,Fall 2020,38,,"B+ (FA18, nicholson) ",
PHIL 2621,Starr,A,Fall 2019,70,,"A- (FA19, Krasicky) B+ (SP19) with Fulbright",
PHYS 2217,Elser,A,Fall 2020,12, ,"A (SP17 with leclair); A (FA17 with Arias); B+ (SP19 with Arias, 52 students)",
PHYS 4443,Kin Fai Mak,A,Spring 2018,25,,"A- (FA19, Pizarro) Fall 2018 (A)",
PSYCH 1101,Pizarro,A,Fall 2020,956, ,A- (SP18),
PSYCH 1103,Pizarro/Werth/Others,A,Fall 2018,29,PSYCH 1101 opt supplement,,
PSYCH 1140,Moyal,A,Spring 2019,15,,,
RELST 2575 / NES 2575,Tenney,A,Spring 2019,71,,"A (SP19, Garip) A- (FA19 Bischoff), A (SP18 with Haskins), A- (FA17 with Garip)",
ROMS 1102,Various (FWS),A,Spring 2019,78,,,
ROMS 1109 (FWS),Huelster,A,Spring 2018,15,,,
SOC 1101,Bischoff,A,Fall 2020,258, ,A- (SP18) B+ (SP19),
STS 3011,Roebuck,A,Fall 2019,74,,,
"University Statement: Please see the Classes and Campus Activities statement pertaining to the Fall 2021 semester. After reviewing, complete the attestation in Daily Check in order to participate in pre-enroll.",Moghimi,A,Spring 2019,55,,"A+ (FA20, Kushnir) ",
,Truhlar,A,Fall 2017,90,,,
,Lewis,A,Fall 2020,235, ,"B+ (SP19, Sinclair) ",
NTRES 2100,Goebel,A,Fall 2021,49,,,
,Mahiques,∂,Fall 2020,99, ,,